Season,Team,G,Date,Home,Opp,W/L,Tm_Pts,Opp_Pts,Tm_FG,Tm_FGA,Tm_FG%,Tm_3P,Tm_3PA,Tm_3P%,Tm_FT,Tm_FTA,Tm_FT%,Tm_ORB,Tm_TRB,Tm_AST,Tm_STL,Tm_BLK,Tm_TOV,Tm_PF,OppFG,OppFGA,OppFG%,Opp3P,Opp3PA,Opp3P%,OppFT,OppFTA,OppFT%,OppORB,OppTRB,OppAST,OppSTL,OppBLK,OppTOV,OppPF
2019,NYK,35,2018-12-25,1,MIL,L,95,109,35,97,.361,8,29,.276,17,21,.810,15,57,17,4,3,14,25,40,89,.449,6,32,.188,23,34,.676,6,51,22,9,8,8,19
2019,NYK,36,2018-12-27,0,MIL,L,96,112,36,97,.371,13,31,.419,11,16,.688,10,43,21,8,6,10,20,42,93,.452,11,32,.344,17,21,.810,11,57,20,4,11,15,14
2019,NYK,37,2018-12-29,0,UTA,L,97,129,32,86,.372,15,32,.469,18,22,.818,8,35,17,10,1,15,19,51,93,.548,16,36,.444,11,14,.786,15,60,30,8,6,17,27
2019,NYK,38,2019-01-01,0,DEN,L,108,115,42,93,.452,11,27,.407,13,18,.722,15,43,28,4,3,9,21,44,95,.463,12,34,.353,15,23,.652,16,53,36,7,6,9,19
2019,NYK,39,2019-01-04,0,LAL,W,119,112,37,99,.374,11,37,.297,34,41,.829,13,56,20,12,4,6,20,43,98,.439,11,37,.297,15,20,.750,12,55,23,4,7,17,27
2019,NYK,40,2019-01-07,0,POR,L,101,111,36,89,.404,7,23,.304,22,27,.815,14,48,18,9,2,11,19,40,85,.471,11,31,.355,20,29,.690,12,51,25,7,5,15,21
2019,NYK,41,2019-01-08,0,GSW,L,95,122,35,88,.398,6,24,.250,19,21,.905,9,39,13,11,1,17,12,49,96,.510,14,45,.311,10,12,.833,15,49,36,9,10,16,14
2019,NYK,42,2019-01-11,1,IND,L,106,121,39,88,.443,14,39,.359,14,16,.875,8,37,22,8,5,17,18,49,94,.521,12,26,.462,11,11,1.000,11,47,30,8,1,14,15
2019,NYK,43,2019-01-13,1,PHI,L,105,108,37,86,.430,10,31,.323,21,30,.700,7,34,24,8,5,10,21,40,87,.460,6,20,.300,22,30,.733,12,56,22,4,9,17,21
2019,NYK,44,2019-01-17,0,WAS,L,100,101,39,87,.448,12,29,.414,10,12,.833,6,42,15,6,3,16,16,40,92,.435,7,27,.259,14,20,.700,15,51,23,9,2,14,10
2019,NYK,45,2019-01-21,1,OKC,L,109,127,39,87,.448,7,23,.304,24,32,.750,11,36,25,8,3,12,23,45,83,.542,15,29,.517,22,27,.815,10,49,26,7,2,19,31
2019,NYK,46,2019-01-23,1,HOU,L,110,114,37,81,.457,11,30,.367,25,30,.833,10,48,15,5,7,19,23,37,90,.411,11,44,.250,29,38,.763,15,44,10,15,10,13,25
2019,NYK,47,2019-01-25,0,BRK,L,99,109,37,87,.425,8,31,.258,17,26,.654,6,33,17,12,11,8,31,34,84,.405,9,33,.273,32,47,.681,18,60,19,5,2,20,21
2019,NYK,48,2019-01-27,1,MIA,L,97,106,36,84,.429,7,26,.269,18,24,.750,7,38,22,13,3,11,20,39,84,.464,12,33,.364,16,18,.889,8,47,26,6,5,16,24
2019,NYK,49,2019-01-28,0,CHO,L,92,101,34,85,.400,7,23,.304,17,26,.654,8,46,19,6,6,10,15,39,94,.415,11,34,.324,12,16,.750,13,51,25,4,10,10,20
2019,NYK,50,2019-01-30,1,DAL,L,90,114,32,78,.410,6,26,.231,20,28,.714,5,34,16,10,5,12,15,45,84,.536,15,38,.395,9,11,.818,7,49,31,4,1,19,19
2019,NYK,51,2019-02-01,1,BOS,L,99,113,39,86,.453,9,31,.290,12,12,1.000,8,48,21,2,2,18,15,46,100,.460,13,37,.351,8,10,.800,11,43,25,11,7,7,18
2019,NYK,52,2019-02-03,1,MEM,L,84,96,28,74,.378,12,40,.300,16,22,.727,6,45,20,4,6,15,16,37,91,.407,9,26,.346,13,18,.722,10,49,25,8,4,8,20
2019,NYK,53,2019-02-05,1,DET,L,92,105,36,90,.400,9,33,.273,11,15,.733,13,44,17,5,4,11,23,37,79,.468,12,34,.353,19,24,.792,6,41,22,4,7,11,21
2019,NYK,54,2019-02-08,0,DET,L,103,120,35,78,.449,7,22,.318,26,41,.634,10,39,22,6,5,13,23,42,86,.488,13,30,.433,23,29,.793,11,46,24,3,6,13,27
2019,NYK,55,2019-02-09,1,TOR,L,99,104,39,94,.415,10,25,.400,11,19,.579,15,57,22,9,4,15,26,33,86,.384,14,35,.400,24,29,.828,10,47,27,8,5,12,15
2019,NYK,56,2019-02-11,0,CLE,L,104,107,42,92,.457,7,26,.269,13,20,.650,10,46,21,8,9,10,17,38,95,.400,14,44,.318,17,19,.895,17,56,20,6,2,18,16
2019,NYK,57,2019-02-13,1,PHI,L,111,126,40,100,.400,9,29,.310,22,27,.815,14,43,27,8,4,12,27,42,78,.538,8,23,.348,34,43,.791,6,47,33,8,7,15,24
2019,NYK,58,2019-02-14,0,ATL,W,106,91,38,84,.452,12,31,.387,18,26,.692,11,52,21,9,9,14,22,33,91,.363,10,38,.263,15,19,.789,10,41,19,8,4,12,24
2019,NYK,59,2019-02-22,1,MIN,L,104,115,37,86,.430,11,29,.379,19,24,.792,8,47,15,9,8,23,22,41,87,.471,11,24,.458,22,32,.688,7,42,22,13,8,13,20
2019,NYK,60,2019-02-24,1,SAS,W,130,118,50,98,.510,16,37,.432,14,19,.737,12,49,25,3,7,7,27,42,94,.447,6,24,.250,28,31,.903,14,50,18,3,4,7,20
2019,NYK,61,2019-02-26,1,ORL,W,108,103,38,89,.427,7,24,.292,25,32,.781,14,51,17,11,7,10,15,39,89,.438,11,32,.344,14,20,.700,12,47,26,6,7,16,21
2019,NYK,62,2019-02-28,1,CLE,L,118,125,46,95,.484,11,32,.344,15,23,.652,14,40,26,4,3,10,28,41,80,.513,14,34,.412,29,36,.806,8,40,24,5,3,13,20
2019,NYK,63,2019-03-03,0,LAC,L,107,128,35,88,.398,11,29,.379,26,34,.765,9,46,23,9,9,13,19,48,98,.490,19,35,.543,13,17,.765,9,53,33,5,4,17,28
2019,NYK,64,2019-03-04,0,SAC,L,108,115,39,85,.459,12,29,.414,18,28,.643,10,48,17,8,5,18,25,39,83,.470,11,29,.379,26,33,.788,6,43,28,11,3,14,24
2019,NYK,65,2019-03-06,0,PHO,L,96,107,35,77,.455,6,15,.400,20,25,.800,8,46,17,6,7,22,23,39,81,.481,12,29,.414,17,22,.773,4,31,21,11,9,13,25
2019,NYK,66,2019-03-09,1,SAC,L,94,102,35,94,.372,10,35,.286,14,21,.667,13,58,16,3,5,10,20,36,95,.379,12,36,.333,18,22,.818,11,53,16,5,3,7,14
2019,NYK,67,2019-03-10,0,MIN,L,92,103,37,86,.430,10,25,.400,8,14,.571,10,43,20,5,8,19,14,42,94,.447,9,30,.300,10,13,.769,9,40,22,13,10,11,16
2019,NYK,68,2019-03-12,0,IND,L,98,103,35,80,.438,13,28,.464,15,18,.833,8,48,22,4,5,19,23,37,85,.435,8,28,.286,21,29,.724,8,42,26,11,3,10,22
2019,NYK,69,2019-03-15,0,SAS,L,83,109,35,86,.407,8,20,.400,5,9,.556,9,41,21,6,4,16,13,47,88,.534,7,21,.333,8,10,.800,6,45,31,8,6,10,13
2019,NYK,70,2019-03-17,1,LAL,W,124,123,44,76,.579,12,26,.462,24,29,.828,10,45,24,4,5,24,26,47,97,.485,7,27,.259,22,28,.786,15,35,26,12,5,10,21
2019,NYK,71,2019-03-18,0,TOR,L,92,128,28,85,.329,8,35,.229,28,32,.875,7,36,16,8,4,14,18,49,88,.557,17,40,.425,13,22,.591,5,50,36,5,6,15,22
2019,NYK,72,2019-03-20,1,UTA,L,116,137,45,86,.523,13,31,.419,13,21,.619,8,40,23,6,6,14,21,48,85,.565,20,42,.476,21,25,.840,7,40,38,7,3,10,18
2019,NYK,73,2019-03-22,1,DEN,L,93,111,34,90,.378,9,32,.281,16,21,.762,8,45,20,3,5,7,15,40,96,.417,15,38,.395,16,19,.842,17,62,24,5,5,9,15
2019,NYK,74,2019-03-24,1,LAC,L,113,124,41,86,.477,9,33,.273,22,25,.880,13,44,22,5,7,15,24,38,86,.442,15,35,.429,33,37,.892,12,42,24,7,4,9,19
2019,NYK,75,2019-03-28,1,TOR,L,92,117,31,85,.365,6,26,.231,24,32,.750,14,54,16,3,5,17,22,40,89,.449,20,47,.426,17,22,.773,6,44,32,8,6,9,28
2019,NYK,76,2019-03-30,1,MIA,L,92,100,31,77,.403,9,38,.237,21,25,.840,8,42,20,10,7,20,16,39,90,.433,9,32,.281,13,17,.765,14,51,26,11,3,19,21
2019,NYK,77,2019-04-01,1,CHI,W,113,105,37,74,.500,18,38,.474,21,25,.840,6,44,24,2,9,17,18,42,94,.447,4,17,.235,17,23,.739,12,44,20,9,2,7,18
2019,NYK,78,2019-04-03,0,ORL,L,100,114,38,85,.447,6,27,.222,18,21,.857,8,39,21,10,5,12,18,45,99,.455,11,32,.344,13,20,.650,19,55,29,5,7,14,16
2019,NYK,79,2019-04-05,0,HOU,L,96,120,37,82,.451,6,27,.222,16,27,.593,5,53,22,3,6,16,17,43,101,.426,22,59,.373,12,17,.706,7,48,26,8,2,6,21
2019,NYK,80,2019-04-07,1,WAS,W,113,110,41,80,.513,17,34,.500,14,19,.737,7,43,24,5,9,15,14,43,103,.417,10,34,.294,14,18,.778,21,50,24,12,4,9,16
2019,NYK,81,2019-04-09,0,CHI,W,96,86,37,93,.398,14,40,.350,8,13,.615,11,61,17,0,10,9,16,30,83,.361,7,22,.318,19,29,.655,6,50,14,7,4,7,18
2019,NYK,82,2019-04-10,1,DET,L,89,115,31,77,.403,9,30,.300,18,25,.720,4,33,23,7,5,11,17,41,85,.482,14,33,.424,19,20,.950,11,56,25,5,2,14,23
2019,OKC,1,2018-10-16,0,GSW,L,100,108,33,91,.363,10,37,.270,24,37,.649,16,45,21,12,6,15,21,42,95,.442,7,26,.269,17,18,.944,17,58,28,7,7,21,29
2019,OKC,2,2018-10-19,0,LAC,L,92,108,34,95,.358,7,33,.212,17,23,.739,15,52,18,5,4,13,29,35,81,.432,11,26,.423,27,36,.750,10,48,21,3,3,15,24
2019,OKC,3,2018-10-21,1,SAC,L,120,131,46,104,.442,9,39,.231,19,30,.633,18,51,23,11,9,18,29,50,91,.549,10,22,.455,21,28,.750,12,46,28,11,7,20,26
2019,OKC,4,2018-10-25,1,BOS,L,95,101,37,94,.394,7,28,.250,14,25,.560,16,57,19,5,6,16,27,33,86,.384,11,32,.344,24,33,.727,10,45,19,7,1,12,27
2019,OKC,5,2018-10-28,1,PHO,W,117,110,43,85,.506,7,24,.292,24,35,.686,9,43,22,16,3,15,24,38,86,.442,8,27,.296,26,27,.963,10,44,21,10,3,22,32
2019,OKC,6,2018-10-30,1,LAC,W,128,110,48,94,.511,9,17,.529,23,32,.719,9,41,19,16,6,17,35,35,74,.473,7,20,.350,33,43,.767,6,38,18,6,7,25,26
2019,OKC,7,2018-11-01,0,CHO,W,111,107,41,96,.427,8,37,.216,21,29,.724,14,49,20,12,9,10,21,38,93,.409,11,41,.268,20,22,.909,11,51,26,7,3,18,26
2019,OKC,8,2018-11-02,0,WAS,W,134,111,49,86,.570,15,32,.469,21,26,.808,7,38,34,13,5,13,20,44,86,.512,9,30,.300,14,18,.778,6,30,27,6,4,19,21
2019,OKC,9,2018-11-05,1,NOP,W,122,116,45,93,.484,10,27,.370,22,31,.710,9,41,26,15,3,12,23,41,84,.488,9,29,.310,25,30,.833,11,45,27,8,5,21,26
2019,OKC,10,2018-11-07,0,CLE,W,95,86,35,84,.417,7,27,.259,18,26,.692,7,44,10,13,9,12,23,33,89,.371,9,31,.290,11,13,.846,12,51,17,3,4,20,26
2019,OKC,11,2018-11-08,1,HOU,W,98,80,36,81,.444,9,37,.243,17,24,.708,13,52,18,10,4,15,16,31,82,.378,11,42,.262,7,10,.700,12,39,16,9,3,17,26
2019,OKC,12,2018-11-10,0,DAL,L,96,111,38,97,.392,9,34,.265,11,18,.611,26,53,17,9,2,16,19,43,77,.558,14,29,.483,11,17,.647,4,38,31,9,5,16,23
2019,OKC,13,2018-11-12,1,PHO,W,118,101,43,92,.467,13,27,.481,19,20,.950,12,42,23,12,6,14,15,39,81,.481,7,26,.269,16,19,.842,10,37,25,5,5,18,21
2019,OKC,14,2018-11-14,1,NYK,W,128,103,51,95,.537,16,33,.485,10,12,.833,13,47,32,11,7,16,21,39,88,.443,7,26,.269,18,23,.783,9,36,18,8,8,18,17
2019,OKC,15,2018-11-17,0,PHO,W,110,100,38,85,.447,7,24,.292,27,32,.844,14,52,17,9,7,18,20,37,82,.451,12,29,.414,14,21,.667,4,31,25,14,6,15,28
2019,OKC,16,2018-11-19,0,SAC,L,113,117,45,108,.417,12,41,.293,11,16,.688,13,53,22,8,3,13,22,45,102,.441,16,38,.421,11,17,.647,14,59,29,7,4,15,18
2019,OKC,17,2018-11-21,0,GSW,W,123,95,51,106,.481,13,35,.371,8,15,.533,18,61,29,10,5,10,23,36,83,.434,7,29,.241,16,24,.667,7,42,24,7,10,17,18
2019,OKC,18,2018-11-23,1,CHO,W,109,104,41,93,.441,11,33,.333,16,24,.667,11,46,24,6,2,14,18,43,94,.457,6,31,.194,12,14,.857,11,46,24,8,5,14,21
2019,OKC,19,2018-11-24,1,DEN,L,98,105,37,103,.359,9,39,.231,15,23,.652,19,54,22,9,5,10,24,39,95,.411,10,30,.333,17,24,.708,15,54,26,6,9,18,20
2019,OKC,20,2018-11-28,1,CLE,W,100,83,41,86,.477,6,27,.222,12,15,.800,8,50,25,5,11,13,18,35,89,.393,9,23,.391,4,9,.444,7,43,20,4,1,14,19
2019,OKC,21,2018-11-30,1,ATL,W,124,109,46,88,.523,18,41,.439,14,15,.933,7,46,30,12,7,22,24,43,96,.448,11,36,.306,12,20,.600,14,42,26,15,3,21,12
2019,OKC,22,2018-12-03,0,DET,W,110,83,43,85,.506,7,25,.280,17,20,.850,6,52,23,10,8,17,24,31,94,.330,6,32,.188,15,19,.789,9,41,16,10,3,17,18
2019,OKC,23,2018-12-05,0,BRK,W,114,112,43,99,.434,13,38,.342,15,26,.577,17,60,28,8,6,13,23,37,86,.430,15,36,.417,23,30,.767,10,45,21,7,4,15,24
2019,OKC,24,2018-12-07,0,CHI,L,112,114,43,94,.457,10,28,.357,16,24,.667,14,51,25,12,6,22,22,43,82,.524,12,25,.480,16,23,.696,5,39,25,15,6,21,26
2019,OKC,25,2018-12-10,1,UTA,W,122,113,43,85,.506,8,21,.381,28,39,.718,12,43,25,12,2,18,26,43,84,.512,8,29,.276,19,30,.633,11,45,30,11,4,20,28
2019,OKC,26,2018-12-12,0,NOP,L,114,118,42,87,.483,13,43,.302,17,27,.630,9,39,23,10,6,18,27,45,97,.464,4,18,.222,24,30,.800,17,56,29,14,3,18,27
2019,OKC,27,2018-12-14,0,DEN,L,98,109,37,90,.411,7,19,.368,17,29,.586,19,43,14,9,4,13,17,42,83,.506,11,34,.324,14,15,.933,12,48,29,8,6,20,24
2019,OKC,28,2018-12-15,1,LAC,W,110,104,42,90,.467,9,22,.409,17,24,.708,9,40,26,13,7,12,20,38,75,.507,13,25,.520,15,22,.682,6,44,18,7,4,26,22
2019,OKC,29,2018-12-17,1,CHI,W,121,96,43,89,.483,8,21,.381,27,33,.818,17,49,24,14,2,20,21,38,85,.447,8,22,.364,12,16,.750,13,41,20,10,7,25,31
2019,OKC,30,2018-12-19,0,SAC,W,132,113,51,102,.500,13,32,.406,17,27,.630,18,66,27,8,6,18,24,39,93,.419,13,34,.382,22,33,.667,10,43,28,7,5,13,18
2019,OKC,31,2018-12-22,0,UTA,W,107,106,42,89,.472,9,25,.360,14,22,.636,8,51,19,11,5,17,21,42,93,.452,11,34,.324,11,18,.611,10,44,35,12,4,13,19
2019,OKC,32,2018-12-23,1,MIN,L,112,114,43,90,.478,9,25,.360,17,22,.773,9,45,17,4,10,14,27,41,83,.494,14,27,.519,18,27,.667,6,40,25,9,5,17,23
2019,OKC,33,2018-12-25,0,HOU,L,109,113,43,98,.439,9,30,.300,14,21,.667,18,52,23,12,11,15,22,44,97,.454,14,44,.318,11,17,.647,17,54,18,9,4,20,25
2019,OKC,34,2018-12-28,0,PHO,W,118,102,51,95,.537,7,20,.350,9,13,.692,11,49,22,12,4,17,13,39,90,.433,9,29,.310,15,16,.938,7,34,22,12,7,17,18
2019,OKC,35,2018-12-30,0,DAL,L,103,105,40,93,.430,9,38,.237,14,21,.667,7,39,17,15,2,11,23,37,81,.457,14,39,.359,17,22,.773,9,49,21,8,3,24,19
2019,OKC,36,2018-12-31,1,DAL,W,122,102,46,103,.447,6,24,.250,24,35,.686,11,46,22,13,3,10,30,31,74,.419,14,38,.368,26,34,.765,5,49,21,7,3,29,29
2019,OKC,37,2019-01-02,0,LAL,W,107,100,40,105,.381,7,31,.226,20,31,.645,17,64,22,8,5,11,24,37,89,.416,7,27,.259,19,32,.594,8,54,24,8,9,17,26
2019,OKC,38,2019-01-04,0,POR,W,111,109,40,94,.426,8,25,.320,23,26,.885,11,49,18,9,6,11,21,41,95,.432,9,31,.290,18,21,.857,11,50,30,6,5,12,17
2019,OKC,39,2019-01-06,1,WAS,L,98,116,38,88,.432,10,25,.400,12,19,.632,7,41,22,8,3,15,17,44,101,.436,10,37,.270,18,22,.818,16,55,25,8,8,9,16
2019,OKC,40,2019-01-08,1,MIN,L,117,119,43,85,.506,12,30,.400,19,26,.731,10,43,22,4,5,16,30,38,90,.422,11,31,.355,32,40,.800,15,42,25,9,4,10,23
2019,OKC,41,2019-01-10,0,SAS,L,147,154,58,114,.509,15,35,.429,16,24,.667,14,49,33,8,5,13,24,56,99,.566,16,19,.842,26,29,.897,5,43,38,8,10,17,25
2019,OKC,42,2019-01-12,1,SAS,W,122,112,43,93,.462,11,23,.478,25,29,.862,7,47,27,10,5,7,16,44,96,.458,10,31,.323,14,20,.700,13,52,21,5,7,14,18
2019,OKC,43,2019-01-15,0,ATL,L,126,142,43,94,.457,9,32,.281,31,41,.756,15,40,22,16,3,12,18,56,90,.622,18,37,.486,12,16,.750,10,44,36,8,4,19,28
2019,OKC,44,2019-01-17,1,LAL,L,128,138,41,104,.394,22,54,.407,24,36,.667,15,44,31,10,4,15,22,50,99,.505,19,40,.475,19,21,.905,14,63,37,11,5,24,24
2019,OKC,45,2019-01-19,0,PHI,W,117,115,41,93,.441,12,31,.387,23,26,.885,11,45,20,10,6,10,24,38,81,.469,11,32,.344,28,39,.718,12,47,28,6,7,19,20
2019,OKC,46,2019-01-21,0,NYK,W,127,109,45,83,.542,15,29,.517,22,27,.815,10,49,26,7,2,19,31,39,87,.448,7,23,.304,24,32,.750,11,36,25,8,3,12,23
2019,OKC,47,2019-01-22,1,POR,W,123,114,43,85,.506,11,23,.478,26,33,.788,9,37,26,16,4,11,20,43,95,.453,10,36,.278,18,22,.818,20,52,21,7,3,20,20
2019,OKC,48,2019-01-24,1,NOP,W,122,116,50,101,.495,14,32,.438,8,16,.500,14,57,33,8,2,14,15,49,101,.485,10,36,.278,8,12,.667,8,42,34,7,6,12,16
2019,OKC,49,2019-01-27,1,MIL,W,118,112,44,94,.468,16,32,.500,14,25,.560,11,52,29,5,10,12,21,39,91,.429,15,37,.405,19,28,.679,9,49,22,6,5,14,22
2019,OKC,50,2019-01-29,0,ORL,W,126,117,49,91,.538,9,21,.429,19,26,.731,6,43,25,7,8,7,16,44,102,.431,14,41,.341,15,18,.833,18,53,26,4,5,12,18
2019,OKC,51,2019-02-01,0,MIA,W,118,102,44,91,.484,16,30,.533,14,19,.737,13,50,23,10,4,15,20,41,92,.446,11,36,.306,9,14,.643,11,47,28,7,2,18,17
2019,OKC,52,2019-02-03,0,BOS,L,129,134,45,92,.489,14,35,.400,25,34,.735,11,42,25,12,5,11,18,54,91,.593,13,34,.382,13,17,.765,5,38,36,8,6,14,22
2019,OKC,53,2019-02-05,1,ORL,W,132,122,46,92,.500,13,30,.433,27,37,.730,8,49,25,11,2,17,25,42,90,.467,11,37,.297,27,34,.794,8,40,27,14,4,18,29
2019,OKC,54,2019-02-07,1,MEM,W,117,95,43,90,.478,17,44,.386,14,22,.636,11,44,29,17,2,11,25,34,77,.442,7,24,.292,20,23,.870,8,45,19,9,4,24,21
2019,OKC,55,2019-02-09,0,HOU,W,117,112,40,89,.449,13,34,.382,24,30,.800,12,53,20,7,5,19,24,37,86,.430,16,45,.356,22,30,.733,7,39,18,10,7,12,26
2019,OKC,56,2019-02-11,1,POR,W,120,111,41,86,.477,16,35,.457,22,29,.759,7,45,23,9,7,12,28,36,87,.414,11,29,.379,28,38,.737,10,46,18,8,7,13,24
2019,OKC,57,2019-02-14,0,NOP,L,122,131,50,106,.472,10,44,.227,12,13,.923,17,48,27,8,6,13,21,50,92,.543,12,26,.462,19,24,.792,13,51,35,7,7,15,15
2019,OKC,58,2019-02-22,1,UTA,W,148,147,55,118,.466,18,44,.409,20,25,.800,11,43,29,16,5,11,29,52,105,.495,18,40,.450,25,31,.806,15,61,33,8,10,25,25
2019,OKC,59,2019-02-23,1,SAC,L,116,119,40,105,.381,14,46,.304,22,28,.786,16,59,17,2,6,14,26,44,97,.454,7,19,.368,24,34,.706,7,47,24,7,7,9,21
2019,OKC,60,2019-02-26,0,DEN,L,112,121,43,95,.453,10,38,.263,16,25,.640,14,46,31,10,5,17,34,41,88,.466,13,28,.464,26,35,.743,11,47,28,9,4,18,28
2019,OKC,61,2019-02-28,1,PHI,L,104,108,38,87,.437,8,27,.296,20,28,.714,8,44,28,5,3,12,18,42,91,.462,12,30,.400,12,19,.632,8,44,33,9,5,14,24
2019,OKC,62,2019-03-02,0,SAS,L,102,116,40,88,.455,7,29,.241,15,24,.625,11,45,17,7,2,13,19,45,91,.495,8,19,.421,18,25,.720,11,49,15,8,6,11,19
2019,OKC,63,2019-03-03,1,MEM,W,99,95,33,93,.355,9,30,.300,24,33,.727,17,53,19,10,5,14,19,35,79,.443,7,22,.318,18,19,.947,4,44,22,9,9,22,25
2019,OKC,64,2019-03-05,0,MIN,L,120,131,42,94,.447,18,46,.391,18,31,.581,15,45,20,4,8,12,26,47,89,.528,11,22,.500,26,35,.743,10,52,28,6,2,10,24
2019,OKC,65,2019-03-07,0,POR,W,129,121,48,105,.457,8,27,.296,25,32,.781,16,58,14,7,5,16,31,37,94,.394,9,41,.220,38,47,.809,14,51,14,7,8,14,27
2019,OKC,66,2019-03-08,0,LAC,L,110,118,41,102,.402,11,44,.250,17,26,.654,14,52,20,3,7,11,34,39,86,.453,9,25,.360,31,46,.674,10,53,20,7,4,10,26
2019,OKC,67,2019-03-11,0,UTA,W,98,89,36,79,.456,7,22,.318,19,27,.704,6,48,18,8,5,16,21,32,88,.364,13,43,.302,12,17,.706,11,48,22,12,6,14,25
2019,OKC,68,2019-03-13,1,BRK,W,108,96,41,96,.427,11,28,.393,15,19,.789,16,51,21,9,6,12,20,35,84,.417,13,35,.371,13,19,.684,7,43,19,7,5,17,18
2019,OKC,69,2019-03-14,0,IND,L,106,108,38,86,.442,14,30,.467,16,20,.800,8,44,24,11,5,18,28,37,82,.451,7,22,.318,27,32,.844,6,39,24,11,3,16,17
2019,OKC,70,2019-03-16,1,GSW,L,88,110,31,96,.323,13,41,.317,13,23,.565,17,52,18,4,5,16,18,39,83,.470,15,35,.429,17,22,.773,8,53,25,10,6,17,22
2019,OKC,71,2019-03-18,1,MIA,L,107,116,38,87,.437,10,37,.270,21,27,.778,13,49,21,4,8,19,17,46,97,.474,9,29,.310,15,16,.938,9,44,30,13,4,9,23
2019,OKC,72,2019-03-20,1,TOR,L,114,123,43,103,.417,13,43,.302,15,29,.517,16,48,22,6,2,17,22,45,87,.517,14,36,.389,19,21,.905,6,52,30,11,5,19,27
2019,OKC,73,2019-03-22,0,TOR,W,116,109,42,94,.447,20,43,.465,12,14,.857,12,39,30,9,6,13,21,39,78,.500,13,25,.520,18,21,.857,11,46,20,7,7,22,24
2019,OKC,74,2019-03-25,0,MEM,L,103,115,38,95,.400,12,36,.333,15,20,.750,12,41,17,8,4,10,25,40,89,.449,11,33,.333,24,31,.774,13,57,31,8,3,15,18
2019,OKC,75,2019-03-27,1,IND,W,107,99,41,92,.446,13,36,.361,12,19,.632,9,44,29,7,7,7,14,40,92,.435,13,31,.419,6,11,.545,8,45,26,4,6,12,17
2019,OKC,76,2019-03-29,1,DEN,L,105,115,43,88,.489,8,27,.296,11,16,.688,11,35,19,5,5,13,17,48,85,.565,14,33,.424,5,6,.833,7,39,30,6,1,13,21
2019,OKC,77,2019-03-31,1,DAL,L,103,106,38,98,.388,11,43,.256,16,22,.727,15,49,19,6,6,8,21,37,87,.425,16,44,.364,16,23,.696,10,52,18,3,2,13,19
2019,OKC,78,2019-04-02,1,LAL,W,119,103,47,102,.461,13,44,.295,12,20,.600,17,50,33,15,7,12,14,40,84,.476,16,39,.410,7,10,.700,4,39,26,7,2,23,25
2019,OKC,79,2019-04-05,1,DET,W,123,110,48,101,.475,12,29,.414,15,22,.682,21,59,30,10,4,17,24,35,81,.432,15,41,.366,25,31,.806,4,32,20,10,8,14,23
2019,OKC,80,2019-04-07,0,MIN,W,132,126,48,92,.522,14,34,.412,22,26,.846,14,46,27,6,4,14,30,46,85,.541,10,23,.435,24,29,.828,6,32,29,9,5,13,24
2019,OKC,81,2019-04-09,1,HOU,W,112,111,40,96,.417,16,41,.390,16,20,.800,18,56,20,5,2,12,19,38,88,.432,18,53,.340,17,20,.850,9,42,18,7,7,11,21
2019,OKC,82,2019-04-10,0,MIL,W,127,116,48,99,.485,23,54,.426,8,13,.615,9,53,40,7,3,13,20,43,100,.430,15,46,.326,15,21,.714,11,53,27,7,1,15,14
2019,ORL,1,2018-10-17,1,MIA,W,104,101,39,94,.415,7,25,.280,19,31,.613,14,51,20,7,7,12,25,38,97,.392,9,33,.273,16,22,.727,14,52,16,4,5,17,28
2019,ORL,2,2018-10-19,1,CHO,L,88,120,36,94,.383,6,31,.194,10,14,.714,12,44,18,8,7,18,16,43,92,.467,17,38,.447,17,20,.850,12,55,32,6,4,16,17
2019,ORL,3,2018-10-20,0,PHI,L,115,116,41,90,.456,16,29,.552,17,22,.773,14,49,31,7,7,16,15,45,94,.479,17,33,.515,9,10,.900,13,46,33,8,3,10,21
2019,ORL,4,2018-10-22,0,BOS,W,93,90,38,93,.409,10,35,.286,7,10,.700,8,49,28,6,2,9,15,37,91,.407,9,40,.225,7,9,.778,9,51,21,6,3,12,15
2019,ORL,5,2018-10-25,1,POR,L,114,128,43,86,.500,12,30,.400,16,20,.800,11,40,29,5,7,14,21,48,87,.552,11,27,.407,21,26,.808,12,44,24,6,6,11,22
2019,ORL,6,2018-10-27,0,MIL,L,91,113,33,101,.327,10,43,.233,15,17,.882,11,41,21,9,6,11,22,41,82,.500,10,30,.333,21,23,.913,6,57,24,6,7,21,19
2019,ORL,7,2018-10-30,1,SAC,L,99,107,36,91,.396,11,43,.256,16,22,.727,11,48,28,10,8,17,22,41,84,.488,8,22,.364,17,26,.654,8,51,22,8,6,15,20
2019,ORL,8,2018-11-02,1,LAC,L,95,120,40,90,.444,4,17,.235,11,19,.579,8,40,20,7,4,10,24,41,86,.477,13,26,.500,25,33,.758,10,50,22,5,3,14,23
2019,ORL,9,2018-11-04,0,SAS,W,117,110,46,91,.505,12,32,.375,13,18,.722,11,43,29,7,4,9,22,38,88,.432,12,35,.343,22,25,.880,10,43,25,3,5,11,21
2019,ORL,10,2018-11-05,1,CLE,W,102,100,39,87,.448,11,34,.324,13,15,.867,10,40,22,11,5,15,16,41,80,.513,10,23,.435,8,12,.667,8,42,20,8,2,18,17
